# ascii dump of database

# Aliases/Comments
AliasId	AliasName	CommentName
OA-OS1.A3.state.bit.b6	""	lt:2 LANG:10024 "Prigusenje baznog osvjetljenja ukljucenje" LANG:10027 "Prigusenje baznog osvjetljenja ukljucenje" 
OA-OS1.A3.state.bit.b7	""	lt:2 LANG:10024 "Prigusenje baznog osvjetljenja status daljinski" LANG:10027 "Prigusenje baznog osvjetljenja status daljinski" 
OA-OS1.A4.state.bit.b0	""	lt:2 LANG:10024 "Bazno osvjetljenje UPS ukljucenje" LANG:10027 "Bazno osvjetljenje UPS ukljucenje" 
OA-OS1.A4.state.bit.b1	""	lt:2 LANG:10024 "Bazno osvjetljenje UPS status daljinski" LANG:10027 "Bazno osvjetljenje UPS status daljinski" 
OA-OS1.A4.state.bit.b2	""	lt:2 LANG:10024 "Prigusenje baznog osvjetljenja UPS ukljucenje" LANG:10027 "Prigusenje baznog osvjetljenja UPS ukljucenje" 
OA-OS1.A4.state.bit.b3	""	lt:2 LANG:10024 "Prigusenje baznog osvjetljenja UPS status daljinski" LANG:10027 "Prigusenje baznog osvjetljenja UPS status daljinski" 
OA-OS1.A4.state.bit.b4	""	lt:2 LANG:10024 "Status RO-A1.1D strujni krug F03" LANG:10027 "Status RO-A1.1D strujni krug F03" 
OA-OS1.A4.state.bit.b5	""	lt:2 LANG:10024 "Status RO-A1.1D strujni krug F04" LANG:10027 "Status RO-A1.1D strujni krug F04" 
OA-OS1.A4.state.bit.b6	""	lt:2 LANG:10024 "Status RO-A1.1D strujni krug F05" LANG:10027 "Status RO-A1.1D strujni krug F05" 
OA-OS1.A4.state.bit.b7	""	lt:2 LANG:10024 "Status RO-A1.1D strujni krug F06" LANG:10027 "Status RO-A1.1D strujni krug F06" 
OA-OS1.A5.state.bit.b0	""	lt:2 LANG:10024 "Status RO-A1.1D strujni krug F07" LANG:10027 "Status RO-A1.1D strujni krug F07" 
OA-OS1.A5.state.bit.b1	""	lt:2 LANG:10024 "Status RO-A1.1D strujni krug F08" LANG:10027 "Status RO-A1.1D strujni krug F08" 
OA-OS1.A5.state.bit.b2	""	lt:2 LANG:10024 "Status RO-A1.1D strujni krug F09" LANG:10027 "Status RO-A1.1D strujni krug F09" 
OA-OS1.A5.state.bit.b3	""	lt:2 LANG:10024 "Status RO-A1.1D strujni krug F10" LANG:10027 "Status RO-A1.1D strujni krug F10" 
OA-OS1.A5.state.bit.b4	""	lt:2 LANG:10024 "Status RO-A1.1D strujni krug F11" LANG:10027 "Status RO-A1.1D strujni krug F11" 
OA-OS1.A5.state.bit.b5	""	lt:2 LANG:10024 "Status RO-A1.1D glavni prekidac ON Q01" LANG:10027 "Status RO-A1.1D glavni prekidac ON Q01" 
OA-OS1.A5.state.bit.b6	""	lt:2 LANG:10024 "Status RO-OS1 strujni krug F03" LANG:10027 "Status RO-OS1 strujni krug F03" 
OA-OS1.A5.state.bit.b7	""	lt:2 LANG:10024 "Status RO-OS1 strujni krug F04" LANG:10027 "Status RO-OS1 strujni krug F04" 
OA-OS1.A6.state.bit.b0	""	lt:2 LANG:10024 "Status RO-OS1 strujni krug F05" LANG:10027 "Status RO-OS1 strujni krug F05" 
OA-OS1.A6.state.bit.b1	""	lt:2 LANG:10024 "Status RO-OS1 strujni krug F06" LANG:10027 "Status RO-OS1 strujni krug F06" 
OA-OS1.A6.state.bit.b2	""	lt:2 LANG:10024 "Status RO-OS1 glavni prekidac ON Q01" LANG:10027 "Status RO-OS1 glavni prekidac ON Q01" 
OA-OS1.A6.state.bit.b3	""	lt:2 LANG:10024 "Status RO-OS1/UPS strujni krug F03" LANG:10027 "Status RO-OS1/UPS strujni krug F03" 
OA-OS1.A6.state.bit.b4	""	lt:2 LANG:10024 "Status RO-OS1/UPS strujni krug F04" LANG:10027 "Status RO-OS1/UPS strujni krug F04" 
OA-OS1.A6.state.bit.b5	""	lt:2 LANG:10024 "Status RO-OS1/UPS glavni prekidac ON Q01" LANG:10027 "Status RO-OS1/UPS glavni prekidac ON Q01" 
OA-OS1.A6.state.bit.b6	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-OS1.A6.state.bit.b7	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-OS1.A7.state.bit.b0	""	lt:2 LANG:10024 "Status-grijac sa termostatom" LANG:10027 "Status-grijac sa termostatom" 
OA-OS1.A7.state.bit.b1	""	lt:2 LANG:10024 "Status-uticnica" LANG:10027 "Status-uticnica" 
OA-OS1.A7.state.bit.b2	""	lt:2 LANG:10024 "Status-formiranje komandnog napona LK 230V" LANG:10027 "Status-formiranje komandnog napona LK 230V" 
OA-OS1.A7.state.bit.b3	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-OS1.A7.state.bit.b4	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-OS1.A7.state.bit.b5	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-OS1.A7.state.bit.b6	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-OS1.A7.state.bit.b7	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-OS1.A8.cmd.bit.b0	""	lt:2 LANG:10024 "RO-A1.1D 100% ukljucenje" LANG:10027 "RO-A1.1D 100% ukljucenje" 
OA-OS1.A8.cmd.bit.b1	""	lt:2 LANG:10024 "RO-A1.1D 75% ukljucenje" LANG:10027 "RO-A1.1D 75% ukljucenje" 
OA-OS1.A8.cmd.bit.b2	""	lt:2 LANG:10024 "RO-A1.1D 50% ukljucenje" LANG:10027 "RO-A1.1D 50% ukljucenje" 
OA-OS1.A8.cmd.bit.b3	""	lt:2 LANG:10024 "RO-A1.1D 25% ukljucenje" LANG:10027 "RO-A1.1D 25% ukljucenje" 
OA-OS1.A9.cmd.bit.b0	""	lt:2 LANG:10024 "RO-A1.1D 12.5% ukljucenje" LANG:10027 "RO-A1.1D 12.5% ukljucenje" 
OA-OS1.A9.cmd.bit.b1	""	lt:2 LANG:10024 "RO-OS1 prilazna zona 1-ukljucenje" LANG:10027 "RO-OS1 prilazna zona 1-ukljucenje" 
OA-OS1.A9.cmd.bit.b2	""	lt:2 LANG:10024 "RO-OS1 bazno osvjetljenje-ukljucenje" LANG:10027 "RO-OS1 bazno osvjetljenje-ukljucenje" 
OA-OS1.A9.cmd.bit.b3	""	lt:2 LANG:10024 "RO-OS1 prigusenje baznog osvjetljenja-ukljucenje" LANG:10027 "RO-OS1 prigusenje baznog osvjetljenja-ukljucenje" 
OA-OS1.A10.cmd.bit.b0	""	lt:2 LANG:10024 "RO-OS1/UPS bazno osvjetljenje-ukljucenje" LANG:10027 "RO-OS1/UPS bazno osvjetljenje-ukljucenje" 
OA-OS1.A10.cmd.bit.b1	""	lt:2 LANG:10024 "RO-OS1/UPS prigusenje baznog osvjetljenja-ukljucenje" LANG:10027 "RO-OS1/UPS prigusenje baznog osvjetljenja-ukljucenje" 
OA-OS1.A10.cmd.bit.b2	""	lt:2 LANG:10024 "Ukljucenje-RO-A1.1D strujni krug F03" LANG:10027 "Ukljucenje-RO-A1.1D strujni krug F03" 
OA-OS1.A10.cmd.bit.b3	""	lt:2 LANG:10024 "Ukljucenje-RO-A1.1D strujni krug F04" LANG:10027 "Ukljucenje-RO-A1.1D strujni krug F04" 
OA-OS1.A11.cmd.bit.b0	""	lt:2 LANG:10024 "Ukljucenje-RO-A1.1D strujni krug F05" LANG:10027 "Ukljucenje-RO-A1.1D strujni krug F05" 
OA-OS1.A11.cmd.bit.b1	""	lt:2 LANG:10024 "Ukljucenje-RO-A1.1D strujni krug F06" LANG:10027 "Ukljucenje-RO-A1.1D strujni krug F06" 
OA-OS1.A11.cmd.bit.b2	""	lt:2 LANG:10024 "Ukljucenje-RO-A1.1D strujni krug F07" LANG:10027 "Ukljucenje-RO-A1.1D strujni krug F07" 
OA-OS1.A11.cmd.bit.b3	""	lt:2 LANG:10024 "Ukljucenje-RO-A1.1D strujni krug F08" LANG:10027 "Ukljucenje-RO-A1.1D strujni krug F08" 
OA-OS1.A12.cmd.bit.b0	""	lt:2 LANG:10024 "Ukljucenje-RO-A1.1D strujni krug F09" LANG:10027 "Ukljucenje-RO-A1.1D strujni krug F09" 
OA-OS1.A12.cmd.bit.b1	""	lt:2 LANG:10024 "Ukljucenje-RO-A1.1D strujni krug F10" LANG:10027 "Ukljucenje-RO-A1.1D strujni krug F10" 
OA-OS1.A12.cmd.bit.b2	""	lt:2 LANG:10024 "Ukljucenje-RO-A1.1D strujni krug F11" LANG:10027 "Ukljucenje-RO-A1.1D strujni krug F11" 
OA-OS1.A12.cmd.bit.b3	""	lt:2 LANG:10024 "Ukljucenje-RO-A1.1D glavni prekidac ON Q01" LANG:10027 "Ukljucenje-RO-A1.1D glavni prekidac ON Q01" 
OA-OS1.A13.cmd.bit.b0	""	lt:2 LANG:10024 "Ukljucenje-RO-OS1 strujni krug F03" LANG:10027 "Ukljucenje-RO-OS1 strujni krug F03" 
OA-OS1.A13.cmd.bit.b1	""	lt:2 LANG:10024 "Ukljucenje-RO-OS1 strujni krug F04" LANG:10027 "Ukljucenje-RO-OS1 strujni krug F04" 
OA-OS1.A13.cmd.bit.b2	""	lt:2 LANG:10024 "Ukljucenje-RO-OS1 strujni krug F05" LANG:10027 "Ukljucenje-RO-OS1 strujni krug F05" 
OA-OS1.A13.cmd.bit.b3	""	lt:2 LANG:10024 "Ukljucenje-RO-OS1 strujni krug F06" LANG:10027 "Ukljucenje-RO-OS1 strujni krug F06" 
OA-OS1.A14.cmd.bit.b0	""	lt:2 LANG:10024 "Ukljucenje-RO-OS1 glavni prekidac ON Q01" LANG:10027 "Ukljucenje-RO-OS1 glavni prekidac ON Q01" 
OA-OS1.A14.cmd.bit.b1	""	lt:2 LANG:10024 "Ukljucenje-RO-OS1/UPS strujni krug F03" LANG:10027 "Ukljucenje-RO-OS1/UPS strujni krug F03" 
OA-OS1.A14.cmd.bit.b2	""	lt:2 LANG:10024 "Ukljucenje-RO-OS1/UPS strujni krug F04" LANG:10027 "Ukljucenje-RO-OS1/UPS strujni krug F04" 
OA-OS1.A14.cmd.bit.b3	""	lt:2 LANG:10024 "Ukljucenje-RO-OS1/UPS glavni prekidac ON Q01" LANG:10027 "Ukljucenje-RO-OS1/UPS glavni prekidac ON Q01" 
OA-OS1.A15.cmd.bit.b0	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-OS1.A15.cmd.bit.b1	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-OS1.A15.cmd.bit.b2	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-OS1.A15.cmd.bit.b3	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A1.value.AI0	""	lt:2 LANG:10024 "Senzor vibracija V3.1L +" LANG:10027 "Senzor vibracija V3.1L +" 
OA-SOS-L2.A1.value.AI1	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A1.value.AI2	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A1.value.AI3	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A1.value.AI4	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A1.value.AI5	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A1.value.AI6	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A1.value.AI7	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A2.state.bit.b0	""	lt:2 LANG:10024 "Status-glavni prekidac RO-SOS.L2" LANG:10027 "Status-glavni prekidac RO-SOS.L2" 
OA-SOS-L2.A2.state.bit.b1	""	lt:2 LANG:10024 "Status-komandni napon u RO-SOS.L2" LANG:10027 "Status-komandni napon u RO-SOS.L2" 
OA-SOS-L2.A2.state.bit.b2	""	lt:2 LANG:10024 "Status-osvjetljenje nise RO-SOS.L2" LANG:10027 "Status-osvjetljenje nise RO-SOS.L2" 
OA-SOS-L2.A2.state.bit.b3	""	lt:2 LANG:10024 "Status LED markeri" LANG:10027 "Status LED markeri" 
OA-SOS-L2.A2.state.bit.b4	""	lt:2 LANG:10024 "Status LED markeri" LANG:10027 "Status LED markeri" 
OA-SOS-L2.A2.state.bit.b5	""	lt:2 LANG:10024 "Status LED markeri" LANG:10027 "Status LED markeri" 
OA-SOS-L2.A2.state.bit.b6	""	lt:2 LANG:10024 "Status LED markeri" LANG:10027 "Status LED markeri" 
OA-SOS-L2.A2.state.bit.b7	""	lt:2 LANG:10024 "Status-oznaka puta evakuacije E7.1L" LANG:10027 "Status-oznaka puta evakuacije E7.1L" 
OA-SOS-L2.A3.state.bit.b0	""	lt:2 LANG:10024 "Status-oznaka puta evakuacije E7.2L" LANG:10027 "Status-oznaka puta evakuacije E7.2L" 
OA-SOS-L2.A3.state.bit.b1	""	lt:2 LANG:10024 "Status-oznaka puta evakuacije E8.1L" LANG:10027 "Status-oznaka puta evakuacije E8.1L" 
OA-SOS-L2.A3.state.bit.b2	""	lt:2 LANG:10024 "Status-oznaka puta evakuacije E8.2L" LANG:10027 "Status-oznaka puta evakuacije E8.2L" 
OA-SOS-L2.A3.state.bit.b3	""	lt:2 LANG:10024 "Status-oznaka puta evakuacije E9.1L" LANG:10027 "Status-oznaka puta evakuacije E9.1L" 
OA-SOS-L2.A3.state.bit.b4	""	lt:2 LANG:10024 "Status-oznaka puta evakuacije E9.2L" LANG:10027 "Status-oznaka puta evakuacije E9.2L" 
OA-SOS-L2.A3.state.bit.b5	""	lt:2 LANG:10024 "Status-oznaka puta evakuacije E10.1L" LANG:10027 "Status-oznaka puta evakuacije E10.1L" 
OA-SOS-L2.A3.state.bit.b6	""	lt:2 LANG:10024 "Status-oznaka puta evakuacije E10.2L" LANG:10027 "Status-oznaka puta evakuacije E10.2L" 
OA-SOS-L2.A3.state.bit.b7	""	lt:2 LANG:10024 "Status-monofazna prikljucnica" LANG:10027 "Status-monofazna prikljucnica" 
OA-SOS-L2.A4.state.bit.b0	""	lt:2 LANG:10024 "Status-trofazna prikljucnica" LANG:10027 "Status-trofazna prikljucnica" 
OA-SOS-L2.A4.state.bit.b1	""	lt:2 LANG:10024 "Status - napajanje klapne 1@@" LANG:10027 "Status - napajanje klapne 1@@" 
OA-SOS-L2.A4.state.bit.b2	""	lt:2 LANG:10024 "Status - napajanje klapne 2@@" LANG:10027 "Status - napajanje klapne 2@@" 
OA-SOS-L2.A4.state.bit.b3	""	lt:2 LANG:10024 "Status vrata nise SOS.L2" LANG:10027 "Status vrata nise SOS.L2" 
OA-SOS-L2.A4.state.bit.b4	""	lt:2 LANG:10024 "Status vrata ormara PP aparata" LANG:10027 "Status vrata ormara PP aparata" 
OA-SOS-L2.A4.state.bit.b5	""	lt:2 LANG:10024 "Status-naprijed ventilator za nadpritisak V01L.2" LANG:10027 "Status-naprijed ventilator za nadpritisak V01L.2" 
OA-SOS-L2.A4.state.bit.b6	""	lt:2 LANG:10024 "Oznaka puta evakuacije-rezerva@@" LANG:10027 "Oznaka puta evakuacije-rezerva@@" 
OA-SOS-L2.A4.state.bit.b7	""	lt:2 LANG:10024 "Status-kvar ventilator za nadpritisak V01L.2" LANG:10027 "Status-kvar ventilator za nadpritisak V01L.2" 
OA-SOS-L2.A5.state.bit.b0	""	lt:2 LANG:10024 "Status-servis ventilator za nadpritisak V01.L2" LANG:10027 "Status-servis ventilator za nadpritisak V01.L2" 
OA-SOS-L2.A5.state.bit.b1	""	lt:2 LANG:10024 "Status-naprijed ventilator za nadpritisak V02L.2" LANG:10027 "Status-naprijed ventilator za nadpritisak V02L.2" 
OA-SOS-L2.A5.state.bit.b2	""	lt:2 LANG:10024 "Oznaka puta evakuacije-rezerva@@" LANG:10027 "Oznaka puta evakuacije-rezerva@@" 
OA-SOS-L2.A5.state.bit.b3	""	lt:2 LANG:10024 "Status-kvar ventilator za nadpritisak V02L.2" LANG:10027 "Status-kvar ventilator za nadpritisak V02L.2" 
OA-SOS-L2.A5.state.bit.b4	""	lt:2 LANG:10024 "Status-servis ventilator za nadpritisak V02.L2" LANG:10027 "Status-servis ventilator za nadpritisak V02.L2" 
OA-SOS-L2.A5.state.bit.b5	""	lt:2 LANG:10024 "Status-otvorena klapna 1" LANG:10027 "Status-otvorena klapna 1" 
OA-SOS-L2.A5.state.bit.b6	""	lt:2 LANG:10024 "Status-zatvorena klapna 1" LANG:10027 "Status-zatvorena klapna 1" 
OA-SOS-L2.A5.state.bit.b7	""	lt:2 LANG:10024 "Status-otvorena klapna 2" LANG:10027 "Status-otvorena klapna 2" 
OA-SOS-L2.A6.state.bit.b0	""	lt:2 LANG:10024 "Status-zatvorena klapna 2" LANG:10027 "Status-zatvorena klapna 2" 
OA-SOS-L2.A6.state.bit.b1	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A6.state.bit.b2	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A6.state.bit.b3	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A6.state.bit.b4	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A6.state.bit.b5	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A6.state.bit.b6	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A6.state.bit.b7	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A7.state.bit.b0	""	lt:2 LANG:10024 "Status-grijac" LANG:10027 "Status-grijac" 
OA-SOS-L2.A7.state.bit.b1	""	lt:2 LANG:10024 "Status-servisna monofazna prikljucnica" LANG:10027 "Status-servisna monofazna prikljucnica" 
OA-SOS-L2.A7.state.bit.b2	""	lt:2 LANG:10024 "Status-komandni napon 230VAC OA-SOS.L2" LANG:10027 "Status-komandni napon 230VAC OA-SOS.L2" 
OA-SOS-L2.A7.state.bit.b3	""	lt:2 LANG:10024 "Status-ethernet switch upravljanje" LANG:10027 "Status-ethernet switch upravljanje" 
OA-SOS-L2.A7.state.bit.b4	""	lt:2 LANG:10024 "Status-ethernet switch video" LANG:10027 "Status-ethernet switch video" 
OA-SOS-L2.A7.state.bit.b5	""	lt:2 LANG:10024 "Status napajanje -SOS1.L2" LANG:10027 "Status napajanje -SOS1.L2" 
OA-SOS-L2.A7.state.bit.b6	""	lt:2 LANG:10024 "Status-H1.L2@@" LANG:10027 "Status-H1.L2@@" 
OA-SOS-L2.A7.state.bit.b7	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A8.state.bit.b0	""	lt:2 LANG:10024 "Status-EP1.L2" LANG:10027 "Status-EP1.L2" 
OA-SOS-L2.A8.state.bit.b1	""	lt:2 LANG:10024 "Status-SOS telefon TS-L3" LANG:10027 "Status-SOS telefon TS-L3" 
OA-SOS-L2.A8.state.bit.b2	""	lt:2 LANG:10024 "Status-kamera K-L13" LANG:10027 "Status-kamera K-L13" 
OA-SOS-L2.A8.state.bit.b3	""	lt:2 LANG:10024 "Status-kamera K-L14" LANG:10027 "Status-kamera K-L14" 
OA-SOS-L2.A8.state.bit.b4	""	lt:2 LANG:10024 "Status-kamera K-EP-L1.1" LANG:10027 "Status-kamera K-EP-L1.1" 
OA-SOS-L2.A8.state.bit.b5	""	lt:2 LANG:10024 "Status-kamera K-EP-L1.2" LANG:10027 "Status-kamera K-EP-L1.2" 
OA-SOS-L2.A8.state.bit.b6	""	lt:2 LANG:10024 "Rezerva@@" LANG:10027 "Rezerva@@" 
OA-SOS-L2.A8.state.bit.b7	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A9.cmd.bit.b0	""	lt:2 LANG:10024 "Ukljucenje-osvjetljenje nise SOS.L2" LANG:10027 "Ukljucenje-osvjetljenje nise SOS.L2" 
OA-SOS-L2.A9.cmd.bit.b1	""	lt:2 LANG:10024 "Ukljucenje-oznaka puta evakuacije E7.1.L" LANG:10027 "Ukljucenje-oznaka puta evakuacije E7.1.L" 
OA-SOS-L2.A9.cmd.bit.b2	""	lt:2 LANG:10024 "Ukljucenje-oznaka puta evakuacije E7.2.L" LANG:10027 "Ukljucenje-oznaka puta evakuacije E7.2.L" 
OA-SOS-L2.A9.cmd.bit.b3	""	lt:2 LANG:10024 "Ukljucenje-oznaka puta evakuacije E8.1L" LANG:10027 "Ukljucenje-oznaka puta evakuacije E8.1L" 
OA-SOS-L2.A10.cmd.bit.b0	""	lt:2 LANG:10024 "Ukljucenje-oznaka puta evakuacije E8.2L" LANG:10027 "Ukljucenje-oznaka puta evakuacije E8.2L" 
OA-SOS-L2.A10.cmd.bit.b1	""	lt:2 LANG:10024 "Ukljucenje-oznaka puta evakuacije E9.1L" LANG:10027 "Ukljucenje-oznaka puta evakuacije E9.1L" 
OA-SOS-L2.A10.cmd.bit.b2	""	lt:2 LANG:10024 "Ukljucenje-oznaka puta evakuacije E9.2L" LANG:10027 "Ukljucenje-oznaka puta evakuacije E9.2L" 
OA-SOS-L2.A10.cmd.bit.b3	""	lt:2 LANG:10024 "Ukljucenje-oznaka puta evakuacije E10.1L" LANG:10027 "Ukljucenje-oznaka puta evakuacije E10.1L" 
OA-SOS-L2.A11.cmd.bit.b0	""	lt:2 LANG:10024 "Ukljucenje-oznaka puta evakuacije E10.2L" LANG:10027 "Ukljucenje-oznaka puta evakuacije E10.2L" 
OA-SOS-L2.A11.cmd.bit.b1	""	lt:2 LANG:10024 "Ukljucenje-naprijed ventilator za nadpritisak V01L.2" LANG:10027 "Ukljucenje-naprijed ventilator za nadpritisak V01L.2" 
OA-SOS-L2.A11.cmd.bit.b2	""	lt:2 LANG:10024 "Komanda - zatvori klapnu 1@@" LANG:10027 "Komanda - zatvori klapnu 1@@" 
OA-SOS-L2.A11.cmd.bit.b3	""	lt:2 LANG:10024 "Ukljucenje-naprijed ventilator za nadpritisak V02L.2" LANG:10027 "Ukljucenje-naprijed ventilator za nadpritisak V02L.2" 
OA-SOS-L2.A12.cmd.bit.b0	""	lt:2 LANG:10024 "Komanda - zatvori klapnu 2@@" LANG:10027 "Komanda - zatvori klapnu 2@@" 
OA-SOS-L2.A12.cmd.bit.b1	""	lt:2 LANG:10024 "Rezerva@@" LANG:10027 "Rezerva@@" 
OA-SOS-L2.A12.cmd.bit.b2	""	lt:2 LANG:10024 "Rezerva@@" LANG:10027 "Rezerva@@" 
OA-SOS-L2.A12.cmd.bit.b3	""	lt:2 LANG:10024 "Rezerva@@" LANG:10027 "Rezerva@@" 
OA-SOS-L2.A13.cmd.bit.b0	""	lt:2 LANG:10024 "Rezerva@@" LANG:10027 "Rezerva@@" 
OA-SOS-L2.A13.cmd.bit.b1	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A13.cmd.bit.b2	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A13.cmd.bit.b3	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A14.cmd.bit.b0	""	lt:2 LANG:10024 "Ukljucenje bljeskalice -SOS.L2" LANG:10027 "Ukljucenje bljeskalice -SOS.L2" 
OA-SOS-L2.A14.cmd.bit.b1	""	lt:2 LANG:10024 "Ukljucenje bljeskalice -EP1.L2" LANG:10027 "Ukljucenje bljeskalice -EP1.L2" 
OA-SOS-L2.A14.cmd.bit.b2	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A14.cmd.bit.b3	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A15.cmd.bit.b0	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A15.cmd.bit.b1	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A15.cmd.bit.b2	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A15.cmd.bit.b3	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A16.cmd.bit.b0	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A16.cmd.bit.b1	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A16.cmd.bit.b2	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L2.A16.cmd.bit.b3	""	lt:2 LANG:10024 "Rezerva" LANG:10027 "Rezerva" 
OA-SOS-L3.A2.state.bit.b0	""	lt:2 LANG:10024 "lt:2 LANG:10024 \"Status-glavni prekidac RO-SOS.L3\" LANG:10027 \"Status-glavni prekidac RO-SOS.L3\" " LANG:10027 "lt:2 LANG:10024 \"Status-glavni prekidac RO-SOS.L3\" LANG:10027 \"Status-glavni prekidac RO-SOS.L3\" " 
OA-SOS-L3.A2.state.bit.b1	""	lt:2 LANG:10024 "lt:2 LANG:10024 \"Status-komandni napon u RO-SOS.L3\" LANG:10027 \"Status-komandni napon u RO-SOS.L3\" " LANG:10027 "lt:2 LANG:10024 \"Status-komandni napon u RO-SOS.L3\" LANG:10027 \"Status-komandni napon u RO-SOS.L3\" " 
OA-SOS-L3.A2.state.bit.b2	""	lt:2 LANG:10024 "lt:2 LANG:10024 \"Status-osvjetljenje nise RO-SOS.L3\" LANG:10027 \"Status-osvjetljenje nise RO-SOS.L3\" " LANG:10027 "lt:2 LANG:10024 \"Status-osvjetljenje nise RO-SOS.L3\" LANG:10027 \"Status-osvjetljenje nise RO-SOS.L3\" " 
OA-SOS-L3.A2.state.bit.b3	""	lt:2 LANG:10024 "lt:2 LANG:10024 \"Status-LED markeri\" LANG:10027 \"Status-LED markeri\" " LANG:10027 "lt:2 LANG:10024 \"Status-LED markeri\" LANG:10027 \"Status-LED markeri\" " 
OA-SOS-L3.A2.state.bit.b4	""	lt:2 LANG:10024 "lt:2 LANG:10024 \"Status-LED markeri\" LANG:10027 \"Status-LED markeri\" " LANG:10027 "lt:2 LANG:10024 \"Status-LED markeri\" LANG:10027 \"Status-LED markeri\" " 
OA-SOS-L3.A2.state.bit.b5	""	lt:2 LANG:10024 "lt:2 LANG:10024 \"Status-LED markeri\" LANG:10027 \"Status-LED markeri\" " LANG:10027 "lt:2 LANG:10024 \"Status-LED markeri\" LANG:10027 \"Status-LED markeri\" " 
OA-SOS-L3.A2.state.bit.b6	""	lt:2 LANG:10024 "lt:2 LANG:10024 \"Status-LED markeri\" LANG:10027 \"Status-LED markeri\" " LANG:10027 "lt:2 LANG:10024 \"Status-LED markeri\" LANG:10027 \"Status-LED markeri\" " 
OA-SOS-L3.A2.state.bit.b7	""	lt:2 LANG:10024 "lt:2 LANG:10024 \"Status-oznaka puta evakuacije E11.1.L\" LANG:10027 \"Status-oznaka puta evakuacije E11.1.L\" " LANG:10027 "lt:2 LANG:10024 \"Status-oznaka puta evakuacije E11.1.L\" LANG:10027 \"Status-oznaka puta evakuacije E11.1.L\" " 
